Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
1,301.3,310.3,1400,44.3,47,No Failure
2,298.8,309.7,1392,48.7,133,No Failure
1,301.9,309.8,1507,44.7,131,No Failure
1,298.9,308.7,1546,43.4,114,No Failure
1,300.7,309.8,1406,48.4,151,No Failure
1,297.4,309.2,1274,54.3,121,No Failure
2,297.4,308.6,1643,31.0,89,No Failure
1,298.9,310.2,1705,32.5,63,No Failure
1,297.9,309.5,1390,47.9,127,No Failure
2,301.5,310.5,1623,33.5,157,No Failure
1,301.0,311.6,1352,63.5,143,No Failure
1,298.8,308.6,1268,55.8,155,No Failure
1,296.9,308.0,1546,31.1,11,No Failure
1,297.5,309.4,1809,24.3,110,No Failure
1,300.3,309.9,1540,39.9,203,No Failure
1,297.9,309.7,2194,16.8,27,No Failure
1,299.9,311.4,1627,36.7,118,No Failure
1,297.3,308.3,1550,37.0,54,No Failure
1,300.0,311.5,1812,28.3,94,No Failure
1,299.6,310.7,1393,52.1,110,No Failure
1,298.2,308.4,1379,43.1,65,No Failure
1,298.0,307.7,1422,45.6,140,No Failure
2,302.1,310.6,1517,38.9,2,No Failure
1,303.4,311.5,1414,44.8,71,No Failure
1,301.7,310.8,1385,50.7,133,No Failure
1,302.4,310.1,1556,32.9,132,No Failure
2,300.0,309.6,1573,39.7,162,No Failure
1,298.0,308.8,1757,29.1,71,No Failure
1,297.4,308.6,1324,59.1,118,No Failure
0,296.6,307.7,1654,31.0,91,No Failure
0,297.6,308.7,1659,32.1,49,No Failure
1,298.4,309.1,1467,42.5,139,No Failure
0,301.8,311.1,1463,50.1,149,No Failure
1,301.1,310.1,1564,36.8,7,No Failure
1,297.9,308.8,1613,31.4,57,No Failure
0,300.6,310.6,1830,26.2,78,No Failure
1,304.0,313.2,1615,37.8,127,No Failure
0,297.3,308.6,1688,29.4,166,No Failure
1,301.8,310.6,1403,46.8,151,No Failure
1,297.3,308.5,1545,34.3,74,No Failure
1,298.6,309.7,1429,45.8,113,No Failure
0,299.2,310.6,1704,30.6,160,No Failure
2,302.2,311.5,1479,39.5,36,No Failure
0,301.4,311.1,1445,41.4,144,No Failure
2,304.0,313.1,1450,42.8,101,No Failure
1,301.5,310.5,1396,44.5,117,No Failure
1,301.7,311.1,1644,32.8,206,No Failure
2,300.3,309.1,1458,44.3,175,No Failure
1,302.1,310.8,1596,37.1,43,No Failure
1,299.4,309.1,1464,40.5,215,No Failure
2,300.8,311.4,1852,22.2,53,No Failure
1,298.0,308.3,1544,34.7,213,No Failure
1,298.6,309.4,2312,15.5,44,No Failure
1,301.7,310.6,1624,34.5,216,No Failure
1,297.9,308.6,1757,27.5,118,No Failure
1,298.9,308.6,1560,32.2,118,No Failure
1,302.4,311.6,1622,35.0,68,No Failure
1,300.9,310.4,1536,34.2,45,No Failure
1,300.1,309.7,1485,45.9,100,No Failure
1,299.3,309.2,1511,37.2,129,No Failure
1,298.2,308.2,1446,38.2,61,No Failure
1,303.7,313.0,1694,28.0,44,No Failure
2,299.5,308.8,1886,20.9,117,No Failure
1,303.1,311.2,1679,34.8,25,No Failure
1,300.5,311.6,1661,30.0,158,No Failure
1,302.5,310.2,1307,54.0,86,Heat Dissipation Failure
0,300.9,311.4,1387,42.7,121,No Failure
1,304.1,313.2,1434,50.1,43,No Failure
1,299.1,310.5,1739,27.4,72,No Failure
2,297.9,307.6,1609,30.3,64,No Failure
1,297.4,308.3,1412,42.0,111,No Failure
1,299.4,309.3,1544,36.0,197,No Failure
1,300.7,309.3,1425,45.3,100,No Failure
1,300.2,310.3,1514,38.7,48,No Failure
1,296.7,307.8,1382,47.5,37,No Failure
1,302.1,311.3,1634,30.6,50,No Failure
0,297.2,308.6,1486,46.6,98,No Failure
1,297.5,308.6,1497,43.9,91,No Failure
2,301.3,310.7,1532,40.7,178,No Failure
2,298.5,309.4,1521,37.5,94,No Failure
1,297.8,307.6,1446,51.4,105,No Failure
2,301.9,310.9,1317,51.9,40,No Failure
2,301.4,310.6,1459,46.9,27,No Failure
1,303.5,311.9,1565,38.9,12,No Failure
1,302.6,311.9,1397,46.9,82,No Failure
1,304.1,313.0,1566,37.2,7,No Failure
1,300.4,309.3,1413,50.3,101,No Failure
1,302.6,310.8,1486,36.4,160,No Failure
1,301.8,310.6,1650,31.9,126,No Failure
2,301.6,310.7,2012,20.7,178,No Failure
1,304.2,313.3,1464,45.9,48,No Failure
2,297.1,308.4,1421,42.0,165,No Failure
1,299.5,310.8,1374,48.3,154,No Failure
1,301.0,312.0,1518,39.3,196,No Failure
1,299.2,308.9,1342,50.8,195,No Failure
1,299.9,310.2,1288,69.6,62,Power Failure
1,297.4,308.1,1474,39.4,20,No Failure
2,301.4,311.2,1476,36.5,25,No Failure
2,300.5,310.4,1548,37.3,65,No Failure
1,300.9,310.8,1476,39.0,10,No Failure
2,302.7,312.1,1564,32.1,188,No Failure
2,296.9,307.8,1828,24.6,91,No Failure
2,300.8,310.9,1522,41.7,115,No Failure
1,300.0,311.5,1455,41.7,130,No Failure
1,301.3,310.1,1355,53.6,193,No Failure
1,303.6,312.0,1309,52.9,86,Heat Dissipation Failure
2,300.7,310.6,1778,27.1,215,No Failure
1,297.2,308.8,1451,43.1,68,No Failure
1,301.5,310.8,1350,58.5,13,No Failure
1,299.1,308.3,1533,42.4,48,No Failure
1,302.6,310.5,1461,45.4,0,No Failure
2,300.2,310.2,1438,51.5,7,No Failure
1,298.1,308.4,1438,45.6,105,No Failure
1,299.8,309.0,1614,30.8,100,No Failure
1,300.5,310.5,1515,36.6,54,No Failure
2,301.5,310.4,1593,36.8,50,No Failure
2,300.1,310.4,1480,37.1,77,No Failure
0,296.7,307.5,1607,33.6,38,No Failure
2,303.1,311.1,1594,35.5,13,No Failure
1,299.1,308.2,1568,33.3,123,No Failure
0,298.9,310.2,1532,37.7,166,No Failure
1,303.7,312.1,1443,45.9,74,No Failure
0,302.3,311.8,1804,25.0,43,No Failure
2,300.3,311.4,1371,50.2,109,No Failure
1,302.3,311.1,1546,33.1,156,No Failure
1,299.7,310.3,1505,37.7,4,No Failure
0,297.4,308.7,1429,37.6,118,No Failure
1,298.2,308.7,2186,17.8,31,No Failure
1,302.9,312.4,1383,51.4,160,No Failure
1,301.9,310.9,1799,24.2,54,No Failure
1,297.5,308.4,1489,39.5,96,No Failure
2,299.3,308.5,1386,42.2,30,No Failure
1,300.4,311.7,1513,40.0,51,No Failure
2,300.1,309.1,1731,30.4,92,No Failure
1,301.4,311.2,1355,50.6,37,No Failure
1,295.7,306.1,1343,54.4,119,No Failure
0,300.6,309.5,1495,36.5,79,No Failure
1,301.4,310.4,1301,51.2,112,No Failure
2,304.1,313.2,2028,18.9,45,No Failure
1,300.7,312.1,1395,41.9,157,No Failure
1,298.1,308.7,1556,31.6,145,No Failure
1,301.8,310.8,1505,41.2,33,No Failure
1,298.8,310.0,1672,30.4,150,No Failure
1,300.9,309.5,1612,35.2,124,No Failure
1,296.7,307.4,1535,34.6,114,No Failure
1,297.6,308.4,1517,34.2,66,No Failure
1,297.2,308.5,1518,44.3,163,No Failure
1,297.9,308.9,1566,41.9,50,No Failure
1,298.0,307.7,1479,42.5,47,No Failure
1,301.7,311.0,1474,42.6,164,No Failure
1,300.7,309.5,1692,30.3,64,No Failure
2,300.9,310.8,1988,19.7,136,No Failure
1,299.6,309.0,1378,51.9,162,No Failure
2,302.5,310.4,1509,37.6,45,No Failure
1,298.4,308.2,1471,47.0,214,No Failure
1,300.9,310.3,1440,47.6,140,No Failure
2,301.0,312.0,1558,37.5,190,No Failure
1,295.6,306.2,1823,25.8,29,No Failure
1,297.3,307.9,1579,34.4,193,No Failure
2,300.8,310.7,1924,22.4,36,No Failure
1,297.6,308.3,1502,43.2,139,No Failure
1,297.2,308.1,1662,31.3,0,No Failure
1,297.5,309.3,1470,38.8,197,No Failure
2,300.0,310.2,1393,51.2,190,No Failure
2,300.4,311.7,1398,42.6,176,No Failure
1,300.5,309.5,1795,27.7,117,No Failure
2,302.9,311.2,1467,37.7,73,No Failure
1,304.4,313.6,1569,38.4,11,No Failure
1,298.4,308.3,1422,42.7,186,No Failure
1,301.6,310.6,1834,23.5,146,No Failure
1,298.1,308.0,1697,31.0,164,No Failure
1,301.8,309.5,1525,39.6,227,No Failure
1,303.3,312.5,1968,20.6,130,No Failure
2,298.0,308.7,1494,42.6,96,No Failure
1,302.5,310.3,1446,44.0,146,No Failure
0,297.7,307.6,1538,38.3,63,No Failure
1,299.5,308.6,1672,30.5,177,No Failure
1,298.6,310.1,1439,49.9,17,No Failure
1,299.7,311.1,1439,44.9,174,No Failure
1,303.3,311.4,1958,21.5,0,No Failure
1,298.3,308.9,1708,27.3,170,No Failure
1,302.3,311.2,1297,62.5,109,No Failure
0,300.3,311.6,1463,41.6,102,No Failure
1,299.1,308.5,1371,55.5,159,No Failure
2,300.3,309.8,1444,42.0,3,No Failure
1,297.2,308.6,1413,49.8,12,No Failure
2,298.7,310.0,1459,40.2,69,No Failure
1,297.9,308.6,1468,36.0,168,No Failure
1,297.2,308.6,1366,50.4,74,No Failure
1,298.3,309.1,1472,40.1,31,No Failure
1,302.5,312.0,1383,51.3,190,No Failure
1,303.6,313.0,1593,31.6,52,No Failure
1,300.7,310.3,1533,35.6,198,No Failure
0,304.0,313.2,1271,68.6,161,Power Failure
1,299.3,310.8,1391,46.9,21,No Failure
1,296.4,307.4,1403,48.4,70,No Failure
0,298.5,309.4,1573,33.6,143,No Failure
1,300.8,311.7,1681,31.3,221,No Failure
1,300.9,312.1,1462,46.0,166,No Failure
0,299.7,309.6,1433,49.6,129,No Failure
1,299.0,308.7,1892,22.8,96,No Failure
2,302.2,311.1,1434,58.6,102,No Failure
1,302.8,312.5,1462,43.4,68,No Failure
2,302.1,311.1,1423,36.8,80,No Failure
2,297.4,308.8,1359,48.7,220,No Failure
2,301.9,311.0,1467,48.1,43,No Failure
1,296.3,307.1,1560,33.2,186,No Failure
2,302.8,310.8,1451,44.7,32,No Failure
2,296.8,307.4,1455,49.9,102,No Failure
1,299.8,309.2,1400,42.6,210,No Failure
0,298.4,309.3,1984,19.2,132,No Failure
0,304.2,313.5,1627,32.2,91,No Failure
1,300.6,312.0,1481,40.9,132,No Failure
1,302.6,312.1,1519,38.1,178,No Failure
2,303.1,311.2,1489,44.5,27,No Failure
1,298.5,308.8,1305,58.7,26,No Failure
1,298.4,310.0,1559,44.2,23,No Failure
1,303.5,313.0,1606,34.0,126,No Failure
2,299.4,310.8,1628,40.2,111,No Failure
1,296.9,307.5,1354,44.4,16,No Failure
1,301.3,311.0,1582,35.6,202,No Failure
2,297.3,308.6,1471,50.7,157,No Failure
2,297.2,307.9,1687,30.4,82,No Failure
1,297.5,308.6,1513,39.7,32,No Failure
2,298.3,308.4,1444,47.5,178,No Failure
2,298.9,309.2,1412,44.1,140,No Failure
1,300.8,311.0,1578,44.4,86,No Failure
1,302.9,312.2,1513,37.8,92,No Failure
1,299.2,308.4,1509,39.4,0,No Failure
0,297.9,309.1,1435,44.7,8,No Failure
1,299.7,309.3,1417,54.6,131,No Failure
2,302.6,312.3,1566,36.6,46,No Failure
1,302.2,311.7,1471,45.6,140,No Failure
2,296.1,307.1,1350,53.3,22,No Failure
1,297.6,307.1,1496,39.2,12,No Failure
2,297.4,308.3,1535,34.6,51,No Failure
2,302.4,311.0,1490,37.1,168,No Failure
1,298.3,310.0,1507,44.7,73,No Failure
0,300.4,311.9,1438,46.7,41,Random Failures
2,300.5,309.4,1877,23.8,31,No Failure
1,296.7,307.6,1516,37.4,146,No Failure
2,298.0,307.7,1621,34.9,194,No Failure
1,300.7,310.1,1721,32.3,170,No Failure
1,302.4,311.4,1475,40.4,126,No Failure
1,300.5,311.6,1541,47.8,156,No Failure
1,301.7,311.0,1546,43.0,23,No Failure
2,302.3,310.7,1559,33.9,119,No Failure
2,297.4,308.6,1528,29.1,163,No Failure
1,298.8,308.5,1490,35.0,29,No Failure
2,302.4,311.9,1439,36.6,212,No Failure
1,300.4,311.5,1596,32.5,154,No Failure
2,301.0,311.1,1420,47.4,167,No Failure
2,302.6,310.5,1524,33.7,204,No Failure
2,297.4,308.4,1340,52.6,15,No Failure
2,300.0,310.1,1314,53.5,199,No Failure
1,297.4,308.2,1386,41.0,35,No Failure
1,298.1,309.9,1563,32.8,51,No Failure
2,299.9,310.4,1820,26.6,175,No Failure
1,297.4,308.3,1472,45.5,2,No Failure
1,300.1,309.6,1760,25.4,55,No Failure
1,300.2,309.2,1431,51.3,57,No Failure
1,299.5,310.8,1571,38.2,74,No Failure
1,302.3,311.3,1682,34.4,127,No Failure
2,300.5,310.2,1386,48.2,225,No Failure
1,296.8,308.2,1361,53.8,193,No Failure
2,297.8,307.4,1438,43.6,141,No Failure
1,298.6,309.4,1315,55.5,28,No Failure
1,300.5,311.9,1710,28.4,158,No Failure
2,298.6,310.1,1596,33.0,15,No Failure
2,302.2,310.1,1368,51.6,12,Heat Dissipation Failure
1,300.9,310.8,1701,30.4,55,No Failure
1,298.9,308.7,1727,29.4,116,No Failure
2,298.5,309.2,1721,29.4,170,No Failure
0,302.2,311.7,1413,46.5,147,No Failure
1,302.3,311.2,1549,40.6,66,No Failure
1,299.6,311.0,1574,35.0,133,No Failure
1,298.2,308.8,1666,31.5,30,No Failure
1,298.3,309.9,1507,41.6,112,No Failure
1,298.2,308.3,1568,36.0,92,No Failure
1,297.5,308.9,1554,34.8,204,No Failure
2,296.9,307.9,1979,20.4,68,No Failure
1,303.4,311.6,1449,41.7,132,No Failure
1,297.2,308.6,1562,33.0,84,No Failure
2,298.6,309.6,1525,42.4,2,No Failure
1,302.0,309.7,1414,36.3,209,No Failure
2,298.5,309.6,1364,58.7,123,No Failure
2,298.2,309.0,1413,47.9,97,No Failure
2,298.6,309.7,1280,64.1,71,No Failure
1,302.4,311.3,1503,38.2,120,No Failure
1,300.4,309.7,1488,35.7,177,No Failure
1,300.1,309.6,1649,33.6,168,No Failure
1,298.3,308.0,1442,47.3,65,No Failure
1,302.3,311.8,1281,51.7,61,No Failure
0,302.2,311.2,1692,28.2,122,No Failure
2,301.6,310.4,1377,44.9,161,No Failure
1,302.7,312.2,1405,51.4,157,No Failure
2,295.5,306.0,1326,50.8,18,No Failure
1,302.0,310.9,1564,39.0,15,No Failure
1,302.2,311.4,1397,53.0,17,No Failure
1,297.3,308.6,1273,59.8,182,No Failure
1,300.3,310.4,1336,54.4,52,No Failure
0,303.4,311.9,1534,33.2,210,No Failure
2,304.2,313.4,1329,54.5,75,No Failure
1,296.2,307.0,1414,48.3,162,No Failure
1,297.3,308.7,1492,43.6,189,No Failure
1,301.1,312.2,1397,54.9,81,No Failure
1,298.2,307.8,1515,46.7,74,No Failure
2,297.9,307.7,1527,42.8,125,No Failure
0,295.7,306.2,1458,49.8,151,No Failure
1,299.0,310.1,1416,45.9,47,No Failure
1,302.8,311.1,1563,32.2,78,No Failure
1,300.2,309.4,1527,37.0,194,No Failure
1,300.9,310.4,1615,30.9,200,No Failure
1,303.7,313.1,1683,28.4,46,No Failure
1,299.7,309.1,1483,41.1,208,No Failure
1,300.6,310.5,1644,33.8,148,No Failure
2,298.2,309.3,2056,18.7,144,No Failure
1,299.0,308.6,1329,60.5,120,No Failure
2,303.7,312.9,1566,32.6,9,No Failure
1,301.8,310.6,1192,68.9,135,No Failure
1,302.0,309.8,1649,31.0,152,No Failure
1,297.3,308.8,1554,36.1,70,No Failure
2,297.0,308.1,1507,43.1,51,No Failure
1,301.6,310.6,1431,37.5,137,No Failure
1,301.5,311.2,1700,28.8,39,No Failure
1,302.3,311.2,1903,22.9,55,No Failure
1,301.3,310.5,1365,47.7,70,No Failure
1,303.4,311.5,1424,50.8,128,No Failure
1,298.1,308.2,1521,39.3,151,No Failure
1,301.9,311.3,1366,55.6,57,No Failure
1,297.7,307.7,1581,34.9,31,No Failure
2,300.0,309.3,1407,43.9,138,No Failure
0,302.6,310.4,1614,36.0,74,No Failure
0,298.7,309.8,1422,40.7,85,No Failure
1,299.5,310.8,1873,22.3,211,No Failure
2,300.3,309.5,1320,62.2,142,No Failure
1,297.4,308.8,1651,34.1,163,No Failure
1,304.1,313.3,1438,45.5,188,No Failure
2,298.6,309.9,1668,32.3,6,No Failure
1,297.5,308.5,1722,30.4,178,No Failure
2,301.5,311.0,1504,42.6,109,No Failure
1,298.9,310.4,1546,37.7,159,No Failure
1,303.8,313.1,1256,58.7,213,Overstrain Failure
0,299.6,309.2,1597,36.3,35,No Failure
2,295.3,305.7,1473,38.5,189,No Failure
1,297.6,308.7,1622,37.9,79,No Failure
1,297.6,308.6,1393,40.4,127,No Failure
1,299.2,310.5,1384,48.7,93,No Failure
2,298.7,308.5,1660,27.0,50,No Failure
2,297.5,308.2,1713,32.2,17,No Failure
2,301.5,310.5,1737,29.3,114,No Failure
2,298.3,309.5,1543,49.9,199,No Failure
1,295.6,306.0,1949,21.9,5,No Failure
1,300.8,311.3,1524,43.5,71,No Failure
2,297.3,308.7,1466,38.4,27,No Failure
2,302.0,310.5,1381,58.4,201,No Failure
1,301.0,311.0,1634,31.2,182,No Failure
2,299.4,308.7,1289,60.5,104,No Failure
2,300.4,310.4,1544,36.3,21,No Failure
1,297.4,308.5,1495,37.8,211,No Failure
1,298.2,307.8,2029,19.9,96,No Failure
1,300.4,309.7,1467,36.9,131,No Failure
1,300.7,311.0,1336,53.3,68,No Failure
1,302.1,311.2,1422,50.3,146,No Failure
2,297.8,307.4,1330,51.7,183,No Failure
1,298.6,309.0,1456,47.7,0,No Failure
2,299.3,308.6,1448,52.1,71,No Failure
1,299.3,308.6,1403,50.6,189,No Failure
1,298.3,309.3,1401,51.9,14,No Failure
1,298.7,309.7,1601,35.7,176,No Failure
0,302.2,310.8,1397,47.6,11,No Failure
1,301.3,311.3,1434,49.8,16,No Failure
1,297.6,308.3,1523,39.5,137,No Failure
1,301.2,310.6,1389,45.3,64,No Failure
1,300.3,309.6,1568,39.6,85,No Failure
1,302.1,310.8,1622,36.8,45,No Failure
0,303.9,313.1,1790,26.7,17,No Failure
0,297.9,307.4,1604,36.1,225,Tool Wear Failure
1,302.6,312.4,1628,33.0,15,No Failure
0,300.9,310.6,1686,27.7,176,No Failure
1,299.8,309.1,1772,24.8,113,No Failure
1,298.1,307.6,1460,46.5,143,No Failure
2,300.8,310.6,1669,28.4,79,No Failure
2,301.7,310.7,1861,21.8,84,No Failure
2,298.3,310.1,1389,49.6,75,No Failure
2,297.5,308.5,1612,30.0,163,No Failure
1,296.1,307.2,1615,30.8,18,No Failure
1,300.5,311.5,1708,31.2,57,No Failure
2,297.4,308.9,1323,57.3,163,No Failure
1,297.0,307.8,1521,40.2,190,No Failure
2,299.7,309.1,1851,24.7,189,No Failure
2,297.9,309.1,1614,38.1,62,No Failure
2,300.9,309.4,1724,25.6,119,No Failure
1,297.6,308.3,1410,47.0,191,No Failure
2,300.4,309.8,1356,44.4,136,No Failure
1,299.2,308.4,1434,46.8,2,No Failure
1,302.4,311.1,1905,20.9,77,No Failure
0,298.8,309.8,1510,44.2,35,No Failure
2,296.7,307.8,1375,51.4,108,No Failure
2,298.0,307.9,1750,26.6,67,No Failure
1,300.0,311.4,1604,38.7,185,No Failure
1,298.8,309.8,1599,33.6,131,No Failure
2,300.1,309.1,1533,38.0,26,No Failure
1,297.9,308.6,2262,15.7,125,No Failure
1,302.2,311.4,1510,44.9,33,No Failure
2,302.4,311.4,1475,45.2,46,No Failure
1,298.0,307.6,1683,32.8,122,No Failure
2,300.0,311.4,1384,46.1,7,No Failure
1,300.1,311.4,1467,35.7,45,No Failure
1,298.4,310.1,1533,35.2,92,No Failure
1,300.9,312.1,1711,28.8,74,No Failure
1,299.7,309.4,1650,29.8,93,No Failure
1,297.9,307.5,1602,38.3,21,No Failure
2,298.6,309.1,1339,51.1,34,No Failure
2,300.4,312.0,1596,30.4,191,No Failure
1,302.1,310.7,1325,45.1,208,Heat Dissipation Failure
2,301.1,310.7,2636,12.2,100,Power Failure
1,297.2,308.6,1652,32.1,52,No Failure
2,298.8,309.7,1589,35.3,149,No Failure
1,298.8,309.6,1890,24.0,173,No Failure
1,298.9,309.9,1592,32.0,60,No Failure
1,303.4,311.8,1306,61.0,215,Heat Dissipation Failure
2,300.2,311.6,1415,55.8,82,No Failure
2,295.6,306.1,1418,46.2,24,No Failure
1,299.0,310.4,1382,53.0,89,No Failure
2,297.9,307.9,1336,54.4,82,No Failure
2,298.1,308.0,1686,29.3,35,No Failure
0,300.4,309.5,1547,50.7,131,No Failure
1,297.4,308.5,2100,16.9,176,No Failure
1,300.8,311.7,1490,46.4,217,No Failure
0,299.1,308.8,1553,32.6,90,No Failure
2,299.2,308.7,1401,47.0,198,No Failure
2,303.9,312.9,1430,53.5,189,No Failure
2,302.3,311.7,1639,36.6,121,No Failure
2,300.2,309.6,1491,41.8,41,No Failure
1,298.8,310.3,1553,36.8,97,No Failure
1,300.4,310.4,1286,56.8,46,No Failure
1,300.9,310.7,1427,44.1,141,No Failure
1,298.0,308.3,1362,56.8,216,Overstrain Failure
0,298.9,310.5,1429,39.9,19,No Failure
1,303.3,312.2,1506,40.0,50,No Failure
1,300.7,312.4,1590,37.9,98,No Failure
1,299.3,308.6,1384,53.6,218,Overstrain Failure
1,302.6,310.6,1549,37.5,199,No Failure
1,299.8,309.4,1609,32.5,27,No Failure
1,298.9,310.6,1406,43.8,12,No Failure
1,298.0,309.6,1403,51.3,122,No Failure
1,298.7,309.6,1442,55.6,194,No Failure
0,302.2,311.3,1749,29.2,5,No Failure
1,300.3,311.8,1551,37.2,9,No Failure
1,298.4,308.6,1609,35.0,103,No Failure
1,297.4,308.6,1494,42.6,161,No Failure
1,300.8,310.9,1453,43.9,84,No Failure
1,298.6,309.8,1561,32.6,201,No Failure
1,301.4,311.0,1533,45.8,125,No Failure
1,299.1,310.4,1519,45.3,92,No Failure
2,300.0,309.2,1635,32.4,4,No Failure
1,300.3,309.3,1478,39.5,180,No Failure
1,299.7,310.8,1589,36.0,190,No Failure
1,297.3,308.2,1754,26.8,125,No Failure
1,300.7,310.9,1637,37.2,115,No Failure
1,301.2,310.3,1499,38.1,61,No Failure
1,302.0,311.1,1635,36.0,23,No Failure
2,297.3,308.0,1598,29.4,148,No Failure
2,300.8,312.0,1450,45.0,183,No Failure
1,301.0,310.9,1296,54.9,69,No Failure
1,303.7,313.0,1456,45.5,51,No Failure
1,300.4,309.8,1549,38.9,150,No Failure
2,298.7,309.6,1452,42.7,180,No Failure
1,299.0,310.3,1475,42.4,93,No Failure
0,300.9,310.4,1457,43.8,69,No Failure
2,299.8,310.3,1805,23.7,198,No Failure
1,301.7,310.2,1311,57.4,40,Heat Dissipation Failure
0,297.7,307.2,1429,44.1,26,No Failure
1,299.1,310.3,1619,35.2,240,No Failure
0,298.7,309.2,1449,42.3,182,No Failure
1,299.3,309.1,1388,45.5,123,No Failure
2,298.3,308.8,1349,52.1,104,No Failure
1,297.5,308.5,1530,38.5,93,No Failure
1,299.1,308.3,1489,38.1,32,No Failure
1,299.0,310.4,1713,28.0,116,No Failure
2,300.6,311.7,1389,52.1,210,No Failure
1,301.3,310.6,1436,44.2,76,No Failure
1,300.5,309.9,1443,48.3,122,No Failure
1,299.7,310.2,1469,39.5,26,No Failure
2,298.1,308.8,1434,41.8,93,No Failure
1,299.7,309.2,1616,31.6,175,No Failure
1,302.4,310.3,1923,23.3,172,No Failure
0,296.2,307.0,1542,40.6,28,No Failure
1,299.3,309.1,1493,38.0,151,No Failure
1,302.4,311.0,1338,67.6,194,Power Failure
1,298.9,310.0,1693,28.8,56,No Failure
1,303.6,311.8,1567,31.7,97,No Failure
1,299.6,310.2,1381,60.5,13,No Failure
2,297.1,308.5,1515,42.1,81,No Failure
1,297.5,308.7,1761,26.2,164,No Failure
2,302.4,310.5,1372,45.7,144,Heat Dissipation Failure
1,298.8,309.8,1334,49.3,42,No Failure
2,297.9,310.0,1439,41.7,185,No Failure
2,302.3,311.7,1341,46.3,194,No Failure
0,298.7,310.1,1435,45.6,37,No Failure
1,301.3,310.4,1695,30.9,108,No Failure
1,297.5,309.1,1515,35.1,213,No Failure
2,300.4,311.8,1442,45.1,0,No Failure
2,300.2,309.6,1528,35.1,44,No Failure
1,303.6,311.9,1473,50.1,84,No Failure
1,302.4,311.8,1465,40.2,143,No Failure
2,297.4,308.5,1472,42.0,150,No Failure
1,300.4,311.2,1673,28.9,171,No Failure
2,297.6,308.6,1585,42.0,90,No Failure
1,299.1,310.4,1550,43.9,79,No Failure
2,301.5,310.7,1347,47.9,29,No Failure
2,298.8,308.7,1446,45.5,49,No Failure
2,300.7,310.1,1483,40.2,162,No Failure
2,297.6,308.7,1376,59.9,74,No Failure
2,299.2,308.8,1314,52.5,193,No Failure
1,302.7,312.1,1763,26.5,184,No Failure
1,299.4,309.2,1552,37.4,37,No Failure
1,297.4,308.9,1708,28.8,174,No Failure
1,302.4,310.9,1469,39.6,86,No Failure
0,298.0,309.4,1562,38.1,58,No Failure
2,299.2,308.4,1396,48.5,5,No Failure
1,298.4,309.5,1397,50.3,110,No Failure
2,298.7,309.8,1528,36.7,197,No Failure
2,298.8,309.3,1618,35.1,173,No Failure
2,300.8,309.6,1404,38.7,44,No Failure
1,303.8,313.1,1458,42.2,25,No Failure
1,300.3,310.4,1493,37.5,219,No Failure
1,299.8,309.6,1526,41.7,85,No Failure
1,302.4,311.0,1573,36.5,193,No Failure
1,300.9,310.5,1570,40.1,79,No Failure
2,296.1,307.1,1433,38.5,14,No Failure
1,300.3,311.8,1547,39.7,121,No Failure
1,300.3,309.3,1612,36.0,158,No Failure
2,300.6,311.6,1669,29.2,200,No Failure
2,298.1,308.9,1353,46.2,173,No Failure
1,302.6,311.0,1424,38.0,144,No Failure
0,298.4,307.9,1948,21.4,136,No Failure
2,300.5,309.8,1508,37.8,150,No Failure
0,302.8,312.5,1422,46.1,4,No Failure
2,297.9,309.0,1525,38.5,113,No Failure
1,302.6,310.8,1470,41.2,156,No Failure
0,297.4,307.9,1390,52.0,131,No Failure
0,298.2,308.4,1398,51.8,76,No Failure
1,299.4,309.0,1800,24.3,128,No Failure
1,302.2,311.4,2080,19.2,31,No Failure
2,297.5,308.5,1699,30.1,40,No Failure
0,300.6,309.4,1380,47.6,246,Tool Wear Failure
1,296.1,307.1,1651,35.7,167,No Failure
1,300.4,311.7,1314,59.5,160,No Failure
2,302.2,310.9,1488,44.2,57,No Failure
1,298.8,308.6,1584,34.4,42,No Failure
2,297.9,307.6,1519,44.0,37,No Failure
2,302.3,310.9,1581,36.1,109,No Failure
2,301.2,310.9,1460,46.7,166,No Failure
2,297.1,308.4,1615,32.6,184,No Failure
2,302.0,311.2,1418,49.5,17,No Failure
1,302.0,310.9,1663,31.5,81,No Failure
0,296.3,307.1,1774,25.9,154,No Failure
2,299.2,310.8,1502,39.8,177,No Failure
2,297.6,308.5,1490,43.4,154,No Failure
2,303.4,311.8,1316,50.9,69,Heat Dissipation Failure
1,298.2,309.1,1350,52.0,136,No Failure
1,298.8,309.8,1663,28.2,67,No Failure
1,296.9,308.1,1741,28.8,60,No Failure
1,298.9,310.1,1356,47.8,116,No Failure
2,301.2,310.4,1382,41.6,117,No Failure
2,301.1,310.5,1646,30.7,76,No Failure
1,300.8,312.4,1825,23.8,127,No Failure
1,300.5,309.6,1390,48.4,194,No Failure
2,297.7,308.5,1559,35.2,127,No Failure
1,300.2,311.8,1464,44.5,179,No Failure
1,304.0,312.8,1542,42.7,198,No Failure
1,298.5,308.0,1624,29.8,160,No Failure
1,300.5,311.5,1316,49.7,55,No Failure
1,302.6,310.5,1450,43.2,68,No Failure
1,297.9,309.9,1542,33.8,33,No Failure
